conversation,message_uuid,sender,created_at,artifact_title,artifact_relpath,command,language,version_uuid,sha256,bytes
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,untitled,docs/Create_security_protocols/untitled.txt,update,,b7f3d16f-d6b9-46d8-b021-769a9afad3de,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,untitled,docs/Create_security_protocols/untitled.txt,update,,c16080dd-8957-4821-b653-02e7f88d73c8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,untitled,docs/Create_security_protocols/untitled.txt,update,,9f332cda-fee1-46c5-a9bc-240c9601c5ee,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,untitled,docs/Create_security_protocols/untitled.txt,update,,8e6312be-5cd0-4aed-836c-159528eee122,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,STATISTICS_GUIDE.md - Руководство по статистике,docs/Create_security_protocols/STATISTICS_GUIDE.md_-_Руководство_по_статистике.txt,create,,ec32c03a-b0ee-4e5e-9915-b95f37beda12,2b60ea8f451900d166b7f369bb6950cb3ce69e4fcd7700dcab91207a9d355265,13658
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,untitled,docs/Create_security_protocols/untitled.txt,update,,b04924ce-804f-4248-8340-8a44a594fb0a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b5486-b2bb-7518-a453-250ccf98814c,assistant,2025-12-25T08:06:21.947558Z,untitled,docs/Create_security_protocols/untitled.txt,update,,1ef9854b-e954-49bc-a73b-7b223076e533,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,frontend/src/components/test/MatchingQuestion.jsx,frontend/src/components/test/MatchingQuestion.jsx,create,javascript,fed8852f-196f-4a3e-b57b-d6533e03bd1e,182c640324e897c410909a1130c55daceb9a46caead6722f0c1f025b7468edba,6333
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,frontend/src/components/test/OrderingQuestion.jsx,frontend/src/components/test/OrderingQuestion.jsx,create,javascript,74e9b918-5563-4169-96a4-7bb0d09a9f47,570a9ae21fd95379677335adb15af2dbd86c98654fc514fa0c18b8c4356575e0,5203
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,untitled,docs/Create_security_protocols/untitled.txt,update,,40847ea3-9b0a-4dd2-b940-06366ce7f94c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,untitled,docs/Create_security_protocols/untitled.txt,update,,4bc7c4c6-97fd-4967-a55f-df08a49769ec,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,untitled,docs/Create_security_protocols/untitled.txt,update,,48bff8d7-3394-452f-9300-48e2a03b460f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,untitled,docs/Create_security_protocols/untitled.txt,update,,1582a255-99a6-402a-8440-beefa0a1cdfe,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,untitled,docs/Create_security_protocols/untitled.txt,update,,52e091e5-b06a-4e3d-9fb5-23d61626ed8a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b54a6-2e33-7540-ad63-88ebadb1204c,assistant,2025-12-25T08:37:31.354100Z,untitled,docs/Create_security_protocols/untitled.txt,update,,550aa952-bd41-4375-9306-d48b074af8d3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Продолжение предыдущего диалога,019ba730-3e41-73f6-87db-bc8a0a9c86c3,assistant,2026-01-10T09:15:20.454619Z,Оффлайн система тестирования,docs/Продолжение_предыдущего_диалога/Оффлайн_система_тестирования.txt,create,,f007a2ab-4c56-42d5-8d26-8b54b54d1874,c1b0615490e864f216c53bc0be94606734768a4cd800a641b34da92440177250,230
Продолжение предыдущего диалога,019ba730-895b-72c0-8dad-c859556bd588,assistant,2026-01-10T09:16:56.962339Z,Оффлайн система тестирования v2.0,docs/Продолжение_предыдущего_диалога/Оффлайн_система_тестирования_v2.0.txt,create,,f9f7c7eb-005a-48cf-a858-108a03bc4437,f4058e1cce4ce4322b9343e6ce0e5cd751f469bbe8f6639ed276dd730ef6d85e,29671
Продолжение предыдущего диалога,019ba732-dd37-7668-8b7c-7f05eb438ced,assistant,2026-01-10T09:19:31.461254Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,ab5ca74d-9cd0-4e3e-935b-d595b7d6eb2f,bb21dd439142558e53f2d1e3f2cabf8bae48b38bc7c1caa6b5267c394760e22b,29848
Продолжение предыдущего диалога,019ba736-6b2e-7415-a97d-84347489277e,assistant,2026-01-10T09:23:23.952434Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,3f5c661f-30c5-4e33-a774-21729af65e41,42e269c1cbfdc2c8bf6b579be48bd1b832941faded304494b2760c7c796b07f2,28733
Продолжение предыдущего диалога,019ba738-04ea-7358-9db7-a2390397446b,assistant,2026-01-10T09:25:09.043161Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,98128ab4-1aad-429d-9302-b170677307ac,d558bb854efe7d7673301b1609c1e208e862115b16d436379d860ce308b9305a,28742
Продолжение предыдущего диалога,019bb127-ff31-7236-8ddd-05bc7448e8e8,assistant,2026-01-12T07:43:54.482231Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,e22fd4cf-17bd-4531-a611-c566b2ccdebf,03df6f43df1a49bdb47e9e001e991d91d5c89a02a458b3d20faff25243819135,27383
Продолжение предыдущего диалога,019bb129-e0e2-749c-81ea-61084413355d,assistant,2026-01-12T07:46:04.181527Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,8e186108-225f-4943-83f3-4661ef9c7d57,c50a4ccd566c57be81247820acb3782dd89abf3fb022f796b6762018c4f2fca8,24473
Продолжение предыдущего диалога,019bb12e-1c48-7417-a061-42ed30428ff3,assistant,2026-01-12T07:50:27.515236Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,363b998f-6448-4470-b4f3-a1dd393db99e,cf236a61b985d6b20a3586522e09ea716490a01da4ce63d9dd19a1df16992f8b,18161
Продолжение предыдущего диалога,019bb5fe-4a19-7773-804f-a6f0468ea722,assistant,2026-01-13T06:16:32.797563Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,5229d502-40d7-4b68-bee4-ba6860b6976f,76382777763f78235ba556da6facd5da5dcddb5edc700e1b526662f5a197f922,25744
Продолжение предыдущего диалога,019bb600-0969-7796-bc18-fd93588c05e6,assistant,2026-01-13T06:18:33.137678Z,untitled,docs/Продолжение_предыдущего_диалога/untitled.txt,rewrite,,985aa9a1-e4e8-48c9-ac68-ce1e4ed163b6,4e6a92aeb76d64326de6ace03ea487a2e2dc60e423ed9e6f9ba2f4e126e0f125,24190
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,HotspotQuestion Component,docs/Recall_previous_discussion/HotspotQuestion_Component.txt,create,,39e45f87-131e-45bc-b10a-e9e1cf0ca55e,63d68609ebd6bb49dcd0bce62a08b85e5c5767dfca6562ff09cc4c0693c81b9a,5870
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,FillBlanksQuestion Component,docs/Recall_previous_discussion/FillBlanksQuestion_Component.txt,create,,d38491d1-eb4e-4aac-8f9a-db6d2db23f49,e0da2e687c6919a1b913799363ffc98d3e455fca076373af11d7bd17416a5267,4422
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,Complete QuestionEditor with All Types,docs/Recall_previous_discussion/Complete_QuestionEditor_with_All_Types.txt,create,,2dcf3139-a05c-46f7-b32e-828f866e132b,32f88b6c8749c8dad310c208fe02a1c176e6f5b02ff05a35785190733c0c31be,19635
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,Complete QuestionView with All Types,docs/Recall_previous_discussion/Complete_QuestionView_with_All_Types.txt,create,,083a6e1e-2343-468f-8846-c9b5401320f9,f1801487122bf99f0fafc579fe68c847624145d42805c4fa50080274379c710b,7807
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,Backend: Restrict Student Results Access,docs/Recall_previous_discussion/Backend_Restrict_Student_Results_Access.py,create,python,180186fa-b8b7-4e97-8573-c5c30537ffbc,7e6d8dea34dd176df0458389834141fea1115af71cb6b304e6507275f493e715,9120
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,Teacher Results View Component,docs/Recall_previous_discussion/Teacher_Results_View_Component.txt,create,,ff47f771-ee41-4eb9-81f2-51847072cd1a,260278b08abe353004758b5bf2501a8389b497dd1434a03396b547cfa91c82b1,13323
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,Student Test Completion Page,docs/Recall_previous_discussion/Student_Test_Completion_Page.txt,create,,0031e71b-02d6-43cb-9376-88bb2f0d45dd,0f7a71f2e05202a142ff01acd9aa828201ffacfb11a99aa9f4a03f5b6c5a32fa,6334
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,untitled,docs/Recall_previous_discussion/untitled.txt,rewrite,,6ecccaea-d255-4d62-8e3f-cdbb08629141,d8d34c1c3636989863463e7cd6522016e6f103e95d07d9cb76d6a6ae56f33b88,6390
Recall previous discussion,019b5b77-baca-7656-a354-61c296c1e7a2,assistant,2025-12-26T16:27:38.775282Z,Implementation Guide - Question Types & Results Restriction,docs/Recall_previous_discussion/Implementation_Guide_-_Question_Types_Results_Restriction.txt,create,,a07c8f0e-f9c9-4181-8554-6cc89c8b5c27,72740ed5db6df0b924cd945a0dc5868a5ef2a475147c31a9512a66c4d99f9802,14679
Recall previous discussion,019b8d3b-a053-76d2-9355-a7c35c965ef0,assistant,2026-01-05T08:22:20.380084Z,Extended SessionService with New Question Types,docs/Recall_previous_discussion/Extended_SessionService_with_New_Question_Types.py,create,python,80ae53e7-be80-4228-86ef-85f030c31f19,e25b81bba513b60e4c6cf98542c6a933e6f153eddd61f23d6449b041665951c9,19559
Recall previous discussion,019b8d3b-a053-76d2-9355-a7c35c965ef0,assistant,2026-01-05T08:22:20.380084Z,Question Data Structure Examples,docs/Recall_previous_discussion/Question_Data_Structure_Examples.py,create,python,ddc76fe5-10e5-4dd9-85be-2b99be612377,ff0999c8006c7142e86046395378bcac8a2d3c0f81ef263767be656fce4c9f3c,17867
Recall previous discussion,019b8d3b-a053-76d2-9355-a7c35c965ef0,assistant,2026-01-05T08:22:20.380084Z,Unit Tests for Answer Checking Logic,docs/Recall_previous_discussion/Unit_Tests_for_Answer_Checking_Logic.py,create,python,2f54c6a1-5b11-4fb5-94de-67b839df32b7,66ad2663dae89c20d0da94b69b5dbdb45be607e27a518e699fa4388742fefce4,16156
Recall previous discussion,019b8d3b-a053-76d2-9355-a7c35c965ef0,assistant,2026-01-05T08:22:20.380084Z,Complete Integration Checklist,docs/Recall_previous_discussion/Complete_Integration_Checklist.txt,create,,5776d470-2615-4560-8559-c4dcff0c08a3,afef2208bbe8387ab92f3b5737335257d2b8d3990e384dfd47386b0b95273ec1,17153
Recall previous discussion,019b8d40-b89f-7454-8843-0f077d84a8b8,assistant,2026-01-05T08:24:48.746089Z,Interactive Demo - All New Question Types,docs/Recall_previous_discussion/Interactive_Demo_-_All_New_Question_Types.txt,create,,6a8e3116-efa5-4d2e-8db2-f29e20054905,089725e3585faba8929411092ede17b1df6cc343204fe9747d33bc91fd97d0d0,20840
Recall previous discussion,019b8d46-4153-77c4-b7a1-8e5a9bc4affe,assistant,2026-01-05T08:33:29.658325Z,Backend Export Service (Excel/PDF),docs/Recall_previous_discussion/Backend_Export_Service_ExcelPDF.py,create,python,c4bff1cd-cb38-4bb9-8bb7-5d5a69ee40cf,71330df579b7f60baf548a163496f850ad4aa74460e6f55f793842e5ad109e19,21079
Recall previous discussion,019b8d46-4153-77c4-b7a1-8e5a9bc4affe,assistant,2026-01-05T08:33:29.658325Z,Backend API Endpoints for Export,docs/Recall_previous_discussion/Backend_API_Endpoints_for_Export.py,create,python,af2a8a9a-43cd-49c4-8ec2-bbc3f1b92358,ad817b7b2bc5eb8d8589f12164c9350f1cf8ac2d2c5b18128a45038f989091ae,9077
Recall previous discussion,019b8d46-4153-77c4-b7a1-8e5a9bc4affe,assistant,2026-01-05T08:33:29.658325Z,Export Buttons Component,docs/Recall_previous_discussion/Export_Buttons_Component.txt,create,,5f1c5709-10ca-486b-bfdc-fb87f0e6d815,35df3426b12b1315b3008223a1f0773f15c41693315e780dc7a45dbb04f937a3,19682
Recall previous discussion,019b8d46-4153-77c4-b7a1-8e5a9bc4affe,assistant,2026-01-05T08:33:29.658325Z,Requirements and Installation Guide,docs/Recall_previous_discussion/Requirements_and_Installation_Guide.txt,create,,c0d9d440-9837-4cc5-9a18-01c1d51419f7,ee16be020c508b83b8a7fd667bc8e3e85901f898e32aa0def8310efaf697dedb,12257
Recall previous discussion,019b9ca0-d31d-71d5-8dde-3964473c444c,assistant,2026-01-08T08:07:57.583195Z,AI Grading Service,docs/Recall_previous_discussion/AI_Grading_Service.py,create,python,b6a34322-0442-4eee-8025-2b3162dbb62f,8e5627ac23047a1a10db4fd8bfb8a599287711f93c3563c1fd5dd6c58fdb2028,17865
Recall previous discussion,019b9ca0-d31d-71d5-8dde-3964473c444c,assistant,2026-01-08T08:07:57.583195Z,AI Integration with SessionService,docs/Recall_previous_discussion/AI_Integration_with_SessionService.py,create,python,dc06764e-aef7-4de0-a580-f319a12e7609,90883e70efd4f5d1fff67a24de0627da8fb7a64b012d074ba18022fe222cee8d,11785
Recall previous discussion,019b9ca0-d31d-71d5-8dde-3964473c444c,assistant,2026-01-08T08:07:57.583195Z,AI API Endpoints,docs/Recall_previous_discussion/AI_API_Endpoints.py,create,python,de63b1f5-6de4-47a5-a6ca-6ac84f685086,d6b8eebecd65bafe1b3ef9a4926adf16a23af2feee81a51eea1a9ef1bab46949,13323
Recall previous discussion,019b9ca0-d31d-71d5-8dde-3964473c444c,assistant,2026-01-08T08:07:57.583195Z,AI Grading UI Component,docs/Recall_previous_discussion/AI_Grading_UI_Component.txt,create,,abf69289-82af-4ac3-b48c-5431710e3680,bfb2ac01d9bea77b4d44a7aeebc06d224ab803ab22df12833c817c745853ef19,21963
Recall previous discussion,019b9ca0-d31d-71d5-8dde-3964473c444c,assistant,2026-01-08T08:07:57.583195Z,AI Setup and Configuration Guide,docs/Recall_previous_discussion/AI_Setup_and_Configuration_Guide.txt,create,,65077a44-b0f1-43dc-8381-47d17c6ec581,527c89c016139b188a90fc9c8cb66993754596e32a135b334aeec8cad79030ca,15200
Recall previous discussion,019b9cac-07d9-7368-99df-ce09d16f4325,assistant,2026-01-08T08:18:24.681256Z,Database Models for Advanced Test Settings,docs/Recall_previous_discussion/Database_Models_for_Advanced_Test_Settings.py,create,python,04d10af5-95ce-498a-87fe-529810308cd0,86ffde27db1ea9d82a61ee6176693bcf64a12c77261e199e15eb41a0f1fa25ce,7992
Recall previous discussion,019b9cac-07d9-7368-99df-ce09d16f4325,assistant,2026-01-08T08:18:24.681256Z,Pydantic Schemas for Test Settings,docs/Recall_previous_discussion/Pydantic_Schemas_for_Test_Settings.py,create,python,cfa9658f-a461-4197-9717-35fed958871d,38f969968d51fb7844d23d2319f93c15ef2c1f2db78a0bb7c87f1ce2f0b1bdcb,8601
Recall previous discussion,019b9cac-07d9-7368-99df-ce09d16f4325,assistant,2026-01-08T08:18:24.681256Z,Test Settings Service,docs/Recall_previous_discussion/Test_Settings_Service.py,create,python,8ab966fd-15b1-4459-a71d-2514a01f9e3c,6076ea027f85dfae0052aa812a72e17a2fcce37489cb1945a0df3670815b8d1a,14266
Recall previous discussion,019b9cac-07d9-7368-99df-ce09d16f4325,assistant,2026-01-08T08:18:24.681256Z,Test Settings UI Component,docs/Recall_previous_discussion/Test_Settings_UI_Component.txt,create,,39d7f3c8-b1e4-4279-873d-6589ec201be0,851e96580490a9107d1b37f4b7b625b6d58fd147ed37b1520442afbbb0672b2f,24245
Recall previous discussion,019ba34f-5e3b-7559-b96d-9db8ef2e4650,assistant,2026-01-09T15:13:01.764384Z,Teacher Analytics Dashboard,docs/Recall_previous_discussion/Teacher_Analytics_Dashboard.txt,create,,bc5950ff-b4dd-42a9-8668-28bec9f7233b,85677da801caf49f2db60f309b0e638b80d7928515fac9b3815ddb886bb86b99,23345
Recall previous discussion,019ba34f-5e3b-7559-b96d-9db8ef2e4650,assistant,2026-01-09T15:13:01.764384Z,Backend Analytics API,docs/Recall_previous_discussion/Backend_Analytics_API.py,create,python,8fef84d3-0da6-487f-888f-977ded1c767e,bfc8d2c4440347ddb6b4a218541ae22c162ee94118cc7aaf7f760f1c53072faf,16805
